 r                    theta                       F_radial                      F_azimuthal
  0.66666666666000007       0.859029233     -0.14489021266625079        2.4576487360880167E-002
  0.66666666666000007       0.883572936     -0.14568924129301844        2.5673121094864831E-002
  0.66666666666000007       0.908116639     -0.14475924231594700        2.4963605664357940E-002
  0.66666666666000007       0.932660341     -0.14282241221084627        2.2391524119388499E-002
  0.66666666666000007       0.957203984     -0.14041016179977370        1.9147773594626886E-002
  0.66666666666000007       0.981747687     -0.13767729116645513        1.5412436705023297E-002
  0.66666666666000007        1.00629139     -0.13480922850948496        1.1142701938487489E-002
  0.66666666666000007        1.03083503     -0.13183827336532614        6.6233227927081249E-003
  0.66666666666000007        1.05537879     -0.12879939786935085        2.0839701927326602E-003
  0.66666666666000007        1.07992244     -0.12600133777780906       -3.8429022626818052E-003
  0.66666666666000007        1.10446620     -0.12385884978676585       -1.0655747122789985E-002
  0.66666666666000007        1.12900984     -0.12236406413438233       -1.7914392317897255E-002
  0.66666666666000007        1.15355361     -0.12179513006809053       -2.5964606072134341E-002
  0.66666666666000007        1.17809725     -0.12245264460430651       -3.3891249582214712E-002
  0.66666666666000007        1.20264089     -0.12405324096703568       -4.1152961645536799E-002
  0.66666666666000007        1.22718465     -0.12670169373048240       -5.0065625393994957E-002
  0.66666666666000007        1.25172830     -0.13133849593024821       -6.0117611136904260E-002
  0.66666666666000007        1.27627206     -0.13853160702475478       -6.9073923077222765E-002
  0.66666666666000007        1.30081570     -0.14753925717490246       -7.6440565760813900E-002
  0.66666666666000007        1.32535934     -0.15805353096143762       -8.4156315503500931E-002
  0.66666666666000007        1.34990311     -0.17041404751084124       -9.2938590173189964E-002
  0.66666666666000007        1.37444675     -0.18431883222324166      -0.10057130316197915     
  0.66666666666000007        1.39899051     -0.19955097818442324      -0.10779054280637454     
  0.66666666666000007        1.42353415     -0.21598659595566225      -0.11312377025276033     
  0.66666666666000007        1.44807792     -0.23244791444669935      -0.11595534796318817     
  0.66666666666000007        1.47262156     -0.24779809834723002      -0.11765903490401064     
  0.66666666666000007        1.49716520     -0.26169957173012320      -0.11838130235170403     
  0.66666666666000007        1.52170897     -0.27334721031676185      -0.11704277070488950     
  0.66666666666000007        1.54625261     -0.28192718586023041      -0.11342247464628538     
  0.66666666666000007        1.57079637     -0.28659380644107946      -0.10803223368029509     
  0.66666666666000007        1.59534001     -0.28716671404739136      -0.10214543161394767     
  0.66666666666000007        1.61988366     -0.28368818232172066       -9.2553029993770408E-002
  0.66666666666000007        1.64442742     -0.27646541749851317       -8.6381452356327534E-002
  0.66666666666000007        1.66897106     -0.26599877666888661       -8.1157788071367448E-002
  0.66666666666000007        1.69351482     -0.25272230842613097       -7.6716143692982894E-002
  0.66666666666000007        1.71805847     -0.23586013448392401       -7.0272223333390171E-002
  0.66666666666000007        1.74260223     -0.21583727275830170       -6.5498919379719467E-002
  0.66666666666000007        1.76714587     -0.19565412042052810       -5.9078673459770914E-002
  0.66666666666000007        1.79168952     -0.17487171444618685       -5.0903044761312050E-002
  0.66666666666000007        1.81623328     -0.15495807660093167       -4.9096020178485716E-002
  0.66666666666000007        1.84077692     -0.13919474250738983       -4.9768019788602832E-002
  0.66666666666000007        1.86532068     -0.12952374349638096       -5.8373366556533045E-002
  0.66666666666000007        1.88986433     -0.12952517468206037       -7.2528162071192795E-002
  0.66666666666000007        1.91440797     -0.13720951724832417       -8.0938213126625982E-002
  0.66666666666000007        1.93895173     -0.15040573145291877       -9.4916385039272286E-002
  0.66666666666000007        1.96349537     -0.16921436609336149      -0.10291303483165203     
  0.66666666666000007        1.98803914     -0.19130742447008242      -0.10608881139792305     
  0.66666666666000007        2.01258278     -0.21541516340507286      -0.10538397238791555     
  0.66666666666000007        2.03712654     -0.24014231100439745      -0.10111269838067008     
  0.66666666666000007        2.06167006     -0.26415306699822655       -9.4901196162136159E-002
  0.66666666666000007        2.08621383     -0.28677031791852403       -9.0205319023497599E-002
  0.66666666666000007        2.11075759     -0.30775337948054532       -8.5220967441382647E-002
  0.66666666666000007        2.13530135     -0.32677376261385233       -7.7833038153201625E-002
  0.66666666666000007        2.15984488     -0.34327177281298182       -6.7710756759211330E-002
  0.66666666666000007        2.18438864     -0.35670668855832455       -5.5683936308759154E-002
  0.66666666666000007        2.20893240     -0.36704480594874456       -4.3628320972600124E-002
  0.66666666666000007        2.23347592     -0.37494333982593209       -3.3133424403304725E-002
  0.66666666666000007        2.25801969     -0.38121893948407615       -2.3920422688778375E-002
  0.66666666666000007        2.28256345     -0.38637351482276733       -1.4866626919501883E-002
  0.66666666666000007        2.30710721     -0.39050871598174453       -5.4406802921976635E-003
  0.66666666666000007        2.33165073     -0.39366507256262923        2.8842784703243612E-003
  0.66666666666000007        2.35619450     -0.39613585147481667        1.0269429037571089E-002
  0.66666666666000007        2.38073826     -0.39838823912125104        1.6949062355768811E-002
  0.66666666666000007        2.40528178     -0.40087493531791490        2.2903853797304998E-002
  0.66666666666000007        2.42982554     -0.40354999982516460        2.8460936687784918E-002
  0.66666666666000007        2.45436931     -0.40650771936611108        3.2899563571469045E-002
  0.66666666666000007        2.47891307     -0.41053833916528731        3.6096538128916993E-002
  0.66666666666000007        2.50345659     -0.41577581812466285        3.9801399750189800E-002
  0.66666666666000007        2.52800035     -0.42184593382616403        4.3222473946116682E-002
  0.66666666666000007        2.55254412     -0.42831423054960149        4.7472924132326184E-002
  0.66666666666000007        2.57708764     -0.43451706216788233        5.1889076879195396E-002
  0.66666666666000007        2.60163140     -0.44025619620934792        5.5841651527386807E-002
  0.66666666666000007        2.62617517     -0.44547768592521059        5.9521182934912722E-002
  0.66666666666000007        2.65071869     -0.44964308422319182        6.3912975386341539E-002
  0.66666666666000007        2.67526245     -0.45215087567108536        6.8996163632527294E-002
  0.66666666666000007        2.69980621     -0.45243887010047412        7.4462000991521782E-002
  0.66666666666000007        2.72434998     -0.44956531458887850        8.0531216089895913E-002
  0.66666666666000007        2.74889350     -0.44297097881177222        8.7109084300387843E-002
  0.66666666666000007        2.77343726     -0.43206837282838029        9.5241853661271025E-002
  0.66666666666000007        2.79798102     -0.41580735431149513       0.10438561001718394     
  0.66666666666000007        2.82252455     -0.39419319762130972       0.11144610030535020     
  0.66666666666000007        2.84706831     -0.36741332705359986       0.11747329935631963     
  0.66666666666000007        2.87161207     -0.33569765728041612       0.12222879394881178     
  0.66666666666000007        2.89615583     -0.29978508531096670       0.12572979430152031     
  0.66666666666000007        2.92069936     -0.25968845968983234       0.12904506700323640     
  0.66666666666000007        2.94524312     -0.21468817876304477       0.13203191829767130     
  0.66666666666000007        2.96978688     -0.16636235334882349       0.13244578503439208     
  0.66666666666000007        2.99433041     -0.11604025967847531       0.13544196128768379     
  0.66666666666000007        3.01887417      -6.3821249980115860E-002  0.13745050055650868     
  0.66666666666000007        3.04341793      -1.5188749951664389E-002  0.12898248622407649     
  0.66666666666000007        3.06796169       2.4959503958219963E-002  0.11786101295343715     
  0.66666666666000007        3.09250522       5.5891499781296754E-002  0.10332691420461816     
  0.66666666666000007        3.11704898       7.4362282844651711E-002   6.9926074181429126E-002
  0.66666666666000007        3.14159274       7.6568253780236073E-002   3.0799349463302102E-002
  0.66666666666000007        3.16613626       6.3737892538758903E-002   2.4853346406837609E-003
  0.66666666666000007        3.19068003       4.2043498327042565E-002  -1.4461462108125543E-002
  0.66666666666000007        3.21522379       1.6215817549959159E-002  -2.5558123788406651E-002
  0.66666666666000007        3.23976731      -1.3540057768841892E-002  -3.7394520709850339E-002
  0.66666666666000007        3.26431108      -4.7110143478221310E-002  -4.8155129825127541E-002
  0.66666666666000007        3.28885484      -8.2756943258938148E-002  -5.5994893144723397E-002
  0.66666666666000007        3.31339860     -0.11989065245716377       -6.2257658286472811E-002
  0.66666666666000007        3.33794212     -0.15749834279439703       -6.3096084963433510E-002
  0.66666666666000007        3.36248589     -0.19267339849120865       -5.8739532222285777E-002
  0.66666666666000007        3.38702965     -0.22407385884019099       -5.3740076765808581E-002
  0.66666666666000007        3.41157317     -0.25205042163167951       -4.7221816750984177E-002
  0.66666666666000007        3.43611693     -0.27572112353696476       -3.4313370571453353E-002
  0.66666666666000007        3.46066070     -0.29397744505964329       -1.9631002956567334E-002
  0.66666666666000007        3.48520446     -0.30725758156834720       -6.4305324686821323E-003
  0.66666666666000007        3.50974798     -0.31651428520359554        4.3139146195304715E-003
  0.66666666666000007        3.53429174     -0.32272521091980055        1.2511851876033306E-002
  0.66666666666000007        3.55883551     -0.32677514729029139        1.9332336918639184E-002
  0.66666666666000007        3.58337903     -0.32930254419411753        2.6181729871705871E-002
  0.66666666666000007        3.60792279     -0.33039188951592730        3.3026513270414719E-002
  0.66666666666000007        3.63246655     -0.32991403538996356        3.9152560132552736E-002
  0.66666666666000007        3.65701032     -0.32822801988825417        4.4537023708904208E-002
  0.66666666666000007        3.68155384     -0.32568567393124781        5.0418097654846748E-002
  0.66666666666000007        3.70609760     -0.32180261889549755        5.7318929468596305E-002
  0.66666666666000007        3.73064137     -0.31607505211346287        6.3443668477167203E-002
  0.66666666666000007        3.75518489     -0.30886365108578728        6.8319672661375536E-002
  0.66666666666000007        3.77972865     -0.30045385584073986        7.2897770619884894E-002
  0.66666666666000007        3.80427241     -0.29058904232404625        7.7959204944715629E-002
  0.66666666666000007        3.82881594     -0.27922027154792428        8.2563304422191050E-002
  0.66666666666000007        3.85335970     -0.26647723913271426        8.6717037394403299E-002
  0.66666666666000007        3.87790346     -0.25259462682361433        8.9838843466330989E-002
  0.66666666666000007        3.90244722     -0.23830401789212616        9.1211596152377603E-002
  0.66666666666000007        3.92699075     -0.22417310183368483        9.2033049429967206E-002
  0.66666666666000007        3.95153451     -0.21013234056170449        9.3022924686337286E-002
  0.66666666666000007        3.97607827     -0.19601518959588049        9.3897966578063513E-002
  0.66666666666000007        4.00062180     -0.18191999007688570        9.4034199525922582E-002
  0.66666666666000007        4.02516556     -0.16807443816469048        9.3890690336169078E-002
  0.66666666666000007        4.04970932     -0.15439910754358488        9.3772936553667530E-002
  0.66666666666000007        4.07425308     -0.14081159036118862        9.3252450331640799E-002
  0.66666666666000007        4.09879684     -0.12793890229947402        9.1666779283714139E-002
  0.66666666666000007        4.12334013     -0.11634611712692119        8.9376664043421344E-002
  0.66666666666000007        4.14788389     -0.10637127977784140        8.5461690036471319E-002
  0.66666666666000007        4.17242765      -9.9055848235984761E-002   7.9907006286906224E-002
  0.66666666666000007        4.19697142      -9.4797056033412305E-002   7.4482345882413828E-002
  0.66666666666000007        4.22151518      -9.3347602482501707E-002   6.8954331674509081E-002
  0.66666666666000007        4.24605894      -9.4884172381916945E-002   6.3006184387594560E-002
  0.66666666666000007        4.27060270      -9.8869718619381916E-002   5.7898202995369123E-002
  0.66666666666000007        4.29514599     -0.10487348655534816        5.2462777122058886E-002
  0.66666666666000007        4.31968975     -0.11269877743638063        4.8310442691915798E-002
  0.66666666666000007        4.34423351     -0.12157729108311546        4.5230465160495135E-002
  0.66666666666000007        4.36877728     -0.13157702624382989        4.1349003629625000E-002
  0.66666666666000007        4.39332104     -0.14286203319615315        3.7893446049014817E-002
  0.66666666666000007        4.41786480     -0.15469899976199317        3.5081815032981016E-002
  0.66666666666000007        4.44240856     -0.16653030012629738        3.2349475972497106E-002
  0.66666666666000007        4.46695185     -0.17822368628205118        3.0009332723836466E-002
  0.66666666666000007        4.49149561     -0.18930654695662580        2.9527716230813024E-002
  0.66666666666000007        4.51603937     -0.19839351693263005        3.0782540311204833E-002
  0.66666666666000007        4.54058313     -0.20436529892486560        3.2098074928274607E-002
  0.66666666666000007        4.56512690     -0.20711515232880409        3.3835400504288599E-002
  0.66666666666000007        4.58967066     -0.20623554752777956        3.8032577709548494E-002
  0.66666666666000007        4.61421442     -0.20036127063202944        4.4541426338174595E-002
  0.66666666666000007        4.63875771     -0.18885329838571621        4.9597989091559193E-002
  0.66666666666000007        4.66330147     -0.17227150121425741        5.3007419277463830E-002
  0.66666666666000007        4.68784523     -0.15163483025867089        5.4529786277750347E-002
  0.66666666666000007        4.71238899     -0.12787956759661956        5.5056711285652912E-002
  0.66666666666000007        4.73693275     -0.10086551648958347        5.5984867414222941E-002
  0.66666666666000007        4.76147652      -7.0203501993925110E-002   5.5860793871806230E-002
  0.66666666666000007        4.78602028      -3.7018741955970380E-002   5.3825702615787230E-002
  0.66666666666000007        4.81056356      -2.2422384324679136E-003   5.3424600368441412E-002
  0.66666666666000007        4.83510733       3.4308887870037053E-002   5.2775179927510983E-002
  0.66666666666000007        4.85965109       6.9470249295545211E-002   4.5273381369351919E-002
  0.66666666666000007        4.88419485       9.9229259263547170E-002   3.4629025171139825E-002
  0.66666666666000007        4.90873861      0.12313420712609090        2.3538717733307252E-002
  0.66666666666000007        4.93328238      0.13892782134415854       -4.6581981317997954E-004
  0.66666666666000007        4.95782614      0.14316886174800753       -3.1675951575977572E-002
  0.66666666666000007        4.98236942      0.13615387989889866       -5.6194670452226370E-002
  0.66666666666000007        5.00691319      0.12118905479960013       -7.3730797123883710E-002
  0.66666666666000007        5.03145695      0.10198661544476800       -8.6735205055541789E-002
  0.66666666666000007        5.05600071       7.9838766476975076E-002  -9.8135039423076914E-002
  0.66666666666000007        5.08054447       5.4193007759063036E-002 -0.11106817057013431     
  0.66666666666000007        5.10508823       2.6118542485645050E-002 -0.11957075209253867     
  0.66666666666000007        5.12963152      -3.4208236800255800E-003 -0.12778882100874800     
  0.66666666666000007        5.15417528      -3.4532445105890985E-002 -0.13305175030952712     
  0.66666666666000007        5.17871904      -6.5801030657988382E-002 -0.13491277298802876     
  0.66666666666000007        5.20326281      -9.5891560682350510E-002 -0.13534590879163202     
  0.66666666666000007        5.22780657     -0.12483814452231277      -0.13549352910317233     
  0.66666666666000007        5.25235033     -0.15268601778635657      -0.13241335569815543     
  0.66666666666000007        5.27689409     -0.17865381405884204      -0.12618071266106112     
  0.66666666666000007        5.30143738     -0.20210004704985907      -0.11919943207021107     
  0.66666666666000007        5.32598114     -0.22306030431795501      -0.11308043590349667     
  0.66666666666000007        5.35052490     -0.24225533012329864      -0.10846420902864921     
  0.66666666666000007        5.37506866     -0.26040537376404665      -0.10428851752228302     
  0.66666666666000007        5.39961243     -0.27756983013293224       -9.9490302818927900E-002
  0.66666666666000007        5.42415619     -0.29357992082270701       -9.4190463012853776E-002
  0.66666666666000007        5.44869995     -0.30847413991204942       -8.8938568040513130E-002
  0.66666666666000007        5.47324324     -0.32240182249010135       -8.3848811375903581E-002
  0.66666666666000007        5.49778700     -0.33543130585765024       -7.8222679864036526E-002
  0.66666666666000007        5.52233076     -0.34715575593392856       -7.1106938675636902E-002
  0.66666666666000007        5.54687452     -0.35664169502763654       -6.2491567235259129E-002
  0.66666666666000007        5.57141829     -0.36323779721296495       -5.3417941536908625E-002
  0.66666666666000007        5.59596205     -0.36687470585693360       -4.4699902360939084E-002
  0.66666666666000007        5.62050581     -0.36780448011412659       -3.6056230159499277E-002
  0.66666666666000007        5.64504910     -0.36566091858584882       -2.5873300333860112E-002
  0.66666666666000007        5.66959286     -0.35982422849539469       -1.5718774706854861E-002
  0.66666666666000007        5.69413662     -0.35100991245386309       -7.7476897038939877E-003
  0.66666666666000007        5.71868038     -0.33992703297764537        4.1669028304819290E-004
  0.66666666666000007        5.74322414     -0.32627803432733071        8.8996666737498949E-003
  0.66666666666000007        5.76776791     -0.31043344847297727        1.5700508047313877E-002
  0.66666666666000007        5.79231167     -0.29275613737328660        2.2652300327072446E-002
  0.66666666666000007        5.81685495     -0.27243139421270374        2.9664191202517218E-002
  0.66666666666000007        5.84139872     -0.24982922875785962        3.5105412487797805E-002
  0.66666666666000007        5.86594248     -0.22627192220561895        3.9894906066726354E-002
  0.66666666666000007        5.89048624     -0.20203490363869617        4.4213679615674142E-002
  0.66666666666000007        5.91503000     -0.17772085267839613        4.7111789770740882E-002
  0.66666666666000007        5.93957376     -0.15496945958645425        4.5986438064384814E-002
  0.66666666666000007        5.96411753     -0.13556510173785341        4.2112289469808634E-002
  0.66666666666000007        5.98866081     -0.12073588964802855        3.5754984223629847E-002
  0.66666666666000007        6.01320457     -0.11074430457124951        2.6635623328862237E-002
  0.66666666666000007        6.03774834     -0.10591884155038113        1.6431338797746085E-002
  0.66666666666000007        6.06229210     -0.10656465049720927        6.5575777494656694E-003
  0.66666666666000007        6.08683586     -0.11124374602314983       -6.9233066505707821E-004
  0.66666666666000007        6.11137962     -0.11830366724674415       -6.2733378092397884E-003
  0.66666666666000007        6.13592339     -0.12772847983799274       -1.2655962578732865E-002
  0.66666666666000007        6.16046667     -0.13947884998066143       -1.8391869249543127E-002
  0.66666666666000007        6.18501043     -0.15303771978528735       -2.3044127073463191E-002
  0.66666666666000007        6.20955420     -0.16873424042415569       -2.8844770601670743E-002
  0.66666666666000007        6.23409796     -0.18623845235897316       -3.2409037146832839E-002
  0.66666666666000007        6.25864172     -0.20413749548573193       -3.4338782654966066E-002
  0.67187500000000000       -1.73472348E-18 -0.24835846174471055       -4.4625998915758400E-002
  0.67187500000000000        2.45436933E-02 -0.25471657601475350       -4.5432889440942502E-002
  0.67187500000000000        4.90873866E-02 -0.25829963233256803       -4.2913333404134626E-002
  0.67187500000000000        7.36310780E-02 -0.25874805739324142       -3.7793934856684780E-002
  0.67187500000000000        9.81747732E-02 -0.25522513189802276       -3.2040732147810808E-002
  0.67187500000000000       0.122718461     -0.24813647483801118       -2.6142229447255430E-002
  0.67187500000000000       0.147262156     -0.23863296595673469       -1.8060552222920027E-002
  0.67187500000000000       0.171805844     -0.22702734715957018       -8.7640886363585906E-003
  0.67187500000000000       0.196349546     -0.21291984780478468       -6.4197597397599819E-004
  0.67187500000000000       0.220893234     -0.19620280714210617        7.7935560796879222E-003
  0.67187500000000000       0.245436922     -0.17723324545073202        1.6028502700559617E-002
  0.67187500000000000       0.269980609     -0.15660946862170638        2.3052314587630629E-002
  0.67187500000000000       0.294524312     -0.13526216771899333        3.1165277282025457E-002
  0.67187500000000000       0.319068015     -0.11394592802492866        3.9517544979503973E-002
  0.67187500000000000       0.343611687      -9.2660449912575688E-002   4.7182176250411087E-002
  0.67187500000000000       0.368155390      -7.2607251053745561E-002   5.5458914488619317E-002
  0.67187500000000000       0.392699093      -5.6181468236715895E-002   6.2586995655233846E-002
  0.67187500000000000       0.417242765      -4.5029488466972536E-002   6.6082948855531592E-002
  0.67187500000000000       0.441786468      -4.0517220586810627E-002   6.5106137823374474E-002
  0.67187500000000000       0.466330171      -4.3207874640344292E-002   6.3311546937235952E-002
  0.67187500000000000       0.490873843      -5.1597332510747849E-002   5.8091747454554934E-002
  0.67187500000000000       0.515417516      -6.2108116297856307E-002   4.5803886678877741E-002
  0.67187500000000000       0.539961219      -7.2356481409579176E-002   3.5795930331773577E-002
  0.67187500000000000       0.564504921      -8.3543835679064704E-002   2.8730230486604051E-002
  0.67187500000000000       0.589048624      -9.6348356565657933E-002   2.4669432807432688E-002
  0.67187500000000000       0.613592327     -0.10927768708249028        2.3196214530245521E-002
  0.67187500000000000       0.638136029     -0.12063594848804286        1.9502686247648449E-002
  0.67187500000000000       0.662679672     -0.12974457207133047        1.7748685242415276E-002
  0.67187500000000000       0.687223375     -0.13659656634433223        1.7412160868799761E-002
  0.67187500000000000       0.711767077     -0.14136782172273701        1.6662702035292118E-002
  0.67187500000000000       0.736310780     -0.14467928503610364        1.7077282181825991E-002
  0.67187500000000000       0.760854483     -0.14631895040422244        1.7852557584606812E-002
  0.67187500000000000       0.785398185     -0.14535719243745462        1.8241120738838410E-002
  0.67187500000000000       0.809941828     -0.14171297014741888        1.9224475909001254E-002
  0.67187500000000000       0.834485531     -0.13686340704211852        2.1060657115045674E-002
  0.67187500000000000       0.859029233     -0.13232350770275289        2.2728856212044610E-002
  0.67187500000000000       0.883572936     -0.12767934820475638        2.4430075238170919E-002
  0.67187500000000000       0.908116639     -0.12174408462107492        2.4613317361988865E-002
  0.67187500000000000       0.932660341     -0.11446338410736362        2.2724053771625702E-002
  0.67187500000000000       0.957203984     -0.10624102645003565        1.9999403409801286E-002
  0.67187500000000000       0.981747687      -9.7588530877822210E-002   1.6477907635774183E-002
  0.67187500000000000        1.00629139      -8.9186183273490857E-002   1.2440581442705087E-002
  0.67187500000000000        1.03083503      -8.1445852437270774E-002   8.0689771267368968E-003
  0.67187500000000000        1.05537879      -7.5196159826379450E-002   3.3386880156973543E-003
  0.67187500000000000        1.07992244      -7.0869009441280342E-002  -2.7319480946146851E-003
  0.67187500000000000        1.10446620      -6.8229288867061311E-002  -9.7361980182708446E-003
  0.67187500000000000        1.12900984      -6.6817779373832084E-002  -1.6849333956138114E-002
  0.67187500000000000        1.15355361      -6.6600813213588697E-002  -2.5405567047345468E-002
  0.67187500000000000        1.17809725      -6.7937094865639910E-002  -3.3725868685653609E-002
  0.67187500000000000        1.20264089      -7.1455041286946228E-002  -4.1483418291722210E-002
  0.67187500000000000        1.22718465      -7.7039772063242390E-002  -5.0477302594194848E-002
  0.67187500000000000        1.25172830      -8.4267505856449168E-002  -6.1468134847252776E-002
  0.67187500000000000        1.27627206      -9.3786975452747154E-002  -7.1907548507600269E-002
  0.67187500000000000        1.30081570     -0.10576303383340246       -8.0223348146463536E-002
  0.67187500000000000        1.32535934     -0.12007052394576723       -8.9102015828128003E-002
  0.67187500000000000        1.34990311     -0.13535379431931013       -9.8343663574853940E-002
  0.67187500000000000        1.37444675     -0.15003475796577376      -0.10623428107427708     
  0.67187500000000000        1.39899051     -0.16352257822157273      -0.11399089156722678     
  0.67187500000000000        1.42353415     -0.17572821602099017      -0.11986099122697573     
  0.67187500000000000        1.44807792     -0.18612373478133562      -0.12231968259091511     
  0.67187500000000000        1.47262156     -0.19355449945702510      -0.12313972959350218     
  0.67187500000000000        1.49716520     -0.19733264121138569      -0.12255256643158755     
  0.67187500000000000        1.52170897     -0.19636747701298288      -0.11941061934426583     
  0.67187500000000000        1.54625261     -0.19103953667150167      -0.11414362803997485     
  0.67187500000000000        1.57079637     -0.18209337658406008      -0.10601936367255491     
  0.67187500000000000        1.59534001     -0.16970182150655175       -9.8532736583520950E-002
  0.67187500000000000        1.61988366     -0.15670182537032462       -8.8220685785680653E-002
  0.67187500000000000        1.64442742     -0.14365632948201196       -8.0716588822246069E-002
  0.67187500000000000        1.66897106     -0.12766405098590597       -7.3185639992198404E-002
  0.67187500000000000        1.69351482     -0.10922952094238615       -6.6521767224672818E-002
  0.67187500000000000        1.71805847      -8.9118815435176524E-002  -5.6001169695760473E-002
  0.67187500000000000        1.74260223      -6.9243084438171926E-002  -5.0128134838897616E-002
  0.67187500000000000        1.76714587      -5.6980745028277310E-002  -4.5494533788091887E-002
  0.67187500000000000        1.79168952      -5.5382644808243557E-002  -3.8213002234827181E-002
  0.67187500000000000        1.81623328      -6.4100223360857508E-002  -4.0533254682557161E-002
  0.67187500000000000        1.84077692      -8.4125350422098483E-002  -4.5707893323334685E-002
  0.67187500000000000        1.86532068     -0.11238640680127414       -5.8723780867527879E-002
  0.67187500000000000        1.88986433     -0.14505295355600606       -7.8680706109493737E-002
  0.67187500000000000        1.91440797     -0.17877613865157729       -8.8093368368273209E-002
  0.67187500000000000        1.93895173     -0.20870092135868545      -0.10274735491642357     
  0.67187500000000000        1.96349537     -0.23365639854975723      -0.11083147102545733     
  0.67187500000000000        1.98803914     -0.25582198630498121      -0.11480074623364603     
  0.67187500000000000        2.01258278     -0.27648879595775872      -0.11519164305669484     
  0.67187500000000000        2.03712654     -0.29627047786014626      -0.11155048976481763     
  0.67187500000000000        2.06167006     -0.31521795416957854      -0.10531991978106550     
  0.67187500000000000        2.08621383     -0.33087166233871329       -9.8851479974292070E-002
  0.67187500000000000        2.11075759     -0.34059518515940712       -9.1601539366262641E-002
  0.67187500000000000        2.13530135     -0.34510098654508559       -8.2390369446495290E-002
  0.67187500000000000        2.15984488     -0.34658100851986140       -7.0997886333977051E-002
  0.67187500000000000        2.18438864     -0.34701556579692844       -5.8071433814227642E-002
  0.67187500000000000        2.20893240     -0.34772521918216542       -4.5313964561615572E-002
  0.67187500000000000        2.23347592     -0.34892445367481878       -3.4301979524557373E-002
  0.67187500000000000        2.25801969     -0.35022417416495649       -2.4725051212814781E-002
  0.67187500000000000        2.28256345     -0.35195230586285409       -1.5662228853983315E-002
  0.67187500000000000        2.30710721     -0.35513364946494463       -6.4006120854774393E-003
  0.67187500000000000        2.33165073     -0.35976657891047781        2.0092432551817056E-003
  0.67187500000000000        2.35619450     -0.36509084802480102        9.3026735395053458E-003
  0.67187500000000000        2.38073826     -0.37117292942871483        1.5483719986959615E-002
  0.67187500000000000        2.40528178     -0.37827357666589262        2.0729348264207220E-002
  0.67187500000000000        2.42982554     -0.38586100151780445        2.6043836079557320E-002
  0.67187500000000000        2.45436931     -0.39342110850472206        2.9967135371265968E-002
  0.67187500000000000        2.47891307     -0.40102399231339514        3.2173553732880396E-002
  0.67187500000000000        2.50345659     -0.40872543115455101        3.5194250711225776E-002
  0.67187500000000000        2.52800035     -0.41603392700728603        3.8055363468598412E-002
